state,candidate,party,year,candidatevotes
Alabama,"Carter, Jimmy",1.0,1976,659170
Alabama,"Ford, Gerald",2.0,1976,504070
Alabama,"Maddox, Lester",3.0,1976,9198
Alabama,"Bubar, Benjamin """"Ben""""",3.0,1976,6669
Alabama,"Hall, Gus",3.0,1976,1954
Alabama,"Macbride, Roger",3.0,1976,1481
Alabama,Blank Vote,3.0,1976,308
Alaska,"Ford, Gerald",2.0,1976,71555
Alaska,"Carter, Jimmy",1.0,1976,44058
Alaska,"Macbride, Roger",3.0,1976,6785
Alaska,Blank Vote,3.0,1976,1176
Arizona,"Ford, Gerald",2.0,1976,418642
Arizona,"Carter, Jimmy",1.0,1976,295602
Arizona,"McCarthy, Eugene """"Gene""""",3.0,1976,19229
Arizona,"Macbride, Roger",3.0,1976,7647
Arizona,"Camejo, Peter",3.0,1976,928
Arizona,"Anderson, Thomas J.",3.0,1976,564
Arizona,"Maddox, Lester",3.0,1976,85
Arizona,Blank Vote,3.0,1976,22
Arkansas,"Carter, Jimmy",1.0,1976,498604
Arkansas,"Ford, Gerald",2.0,1976,267903
Arkansas,Blank Vote,3.0,1976,639
Arkansas,"Maddox, Lester",3.0,1976,389
California,"Ford, Gerald",2.0,1976,3882244
California,"Carter, Jimmy",1.0,1976,3742284
California,"Macbride, Roger",3.0,1976,56388
California,"Maddox, Lester",3.0,1976,51098
California,"Wright, Margaret",3.0,1976,41731
California,"Camejo, Peter",3.0,1976,17259
California,"Hall, Gus",3.0,1976,12766
Colorado,"Ford, Gerald",2.0,1976,584278
Colorado,"Carter, Jimmy",1.0,1976,460801
Colorado,"McCarthy, Eugene """"Gene""""",3.0,1976,26047
Colorado,"Macbride, Roger",3.0,1976,5338
Colorado,"Bubar, Benjamin """"Ben""""",3.0,1976,2886
Colorado,"Camejo, Peter",3.0,1976,1122
Colorado,"Larouche, Lyndon, Jr.",3.0,1976,565
Colorado,"Hall, Gus",3.0,1976,403
Connecticut,"Ford, Gerald",2.0,1976,719261
Connecticut,"Carter, Jimmy",1.0,1976,647895
Connecticut,Scattering,3.0,1976,10309
Connecticut,"Maddox, Lester",3.0,1976,7101
Connecticut,"Larouche, Lyndon, Jr.",3.0,1976,1789
Delaware,"Carter, Jimmy",1.0,1976,122461
Delaware,"Ford, Gerald",2.0,1976,109780
Delaware,Blank Vote,3.0,1976,2432
Delaware,"Anderson, Thomas J.",3.0,1976,645
Delaware,"Larouche, Lyndon, Jr.",3.0,1976,135
Delaware,"Bubar, Benjamin """"Ben""""",3.0,1976,103
Delaware,Blank Vote,3.0,1976,86
District of Columbia,"Carter, Jimmy",1.0,1976,137818
District of Columbia,"Ford, Gerald",2.0,1976,27873
District of Columbia,Other,3.0,1976,1656
District of Columbia,Blank Vote,3.0,1976,1195
District of Columbia,Blank Vote,3.0,1976,288
Florida,"Carter, Jimmy",1.0,1976,1636000
Florida,"Ford, Gerald",2.0,1976,1469531
Florida,"McCarthy, Eugene """"Gene""""",3.0,1976,23643
Florida,"Anderson, Thomas J.",3.0,1976,21325
Florida,Blank Vote,3.0,1976,132
Georgia,"Carter, Jimmy",1.0,1976,979409
Georgia,"Ford, Gerald",2.0,1976,483743
Hawaii,"Carter, Jimmy",1.0,1976,147375
Hawaii,"Ford, Gerald",2.0,1976,140003
Hawaii,"Macbride, Roger",3.0,1976,3923
Idaho,"Ford, Gerald",2.0,1976,204151
Idaho,"Carter, Jimmy",1.0,1976,126549
Idaho,"Maddox, Lester",3.0,1976,5935
Idaho,"Macbride, Roger",3.0,1976,3558
Idaho,"Larouche, Lyndon, Jr.",3.0,1976,739
Illinois,"Ford, Gerald",2.0,1976,2364269
Illinois,"Carter, Jimmy",1.0,1976,2271295
Illinois,"McCarthy, Eugene """"Gene""""",3.0,1976,55939
Illinois,"Hall, Gus",3.0,1976,9250
Illinois,"Macbride, Roger",3.0,1976,8057
Illinois,Blank Vote,3.0,1976,4417
Illinois,"Camejo, Peter",3.0,1976,3615
Illinois,"Julius """"Jules"""", Levin",3.0,1976,2422
Illinois,"Larouche, Lyndon, Jr.",3.0,1976,2018
Indiana,"Ford, Gerald",2.0,1976,1183958
Indiana,"Carter, Jimmy",1.0,1976,1014714
Indiana,"Anderson, Thomas J.",3.0,1976,14048
Indiana,"Camejo, Peter",3.0,1976,5695
Indiana,"Larouche, Lyndon, Jr.",3.0,1976,1947
Iowa,"Ford, Gerald",2.0,1976,632864
Iowa,"Carter, Jimmy",1.0,1976,619931
Iowa,"McCarthy, Eugene """"Gene""""",3.0,1976,20057
Iowa,"Anderson, Thomas J.",3.0,1976,3041
Iowa,"Macbride, Roger",3.0,1976,1454
Iowa,"Hall, Gus",3.0,1976,551
Iowa,Scattering,3.0,1976,509
Iowa,"Camejo, Peter",3.0,1976,262
Iowa,"Larouche, Lyndon, Jr.",3.0,1976,241
Iowa,"Zeidler, Frank",3.0,1976,233
Iowa,"Julius """"Jules"""", Levin",3.0,1976,160
Kansas,"Ford, Gerald",2.0,1976,502752
Kansas,"Carter, Jimmy",1.0,1976,430421
Kansas,"McCarthy, Eugene """"Gene""""",3.0,1976,13185
Kansas,"Anderson, Thomas J.",3.0,1976,4724
Kansas,"Macbride, Roger",3.0,1976,3242
Kansas,"Maddox, Lester",3.0,1976,2118
Kansas,"Bubar, Benjamin """"Ben""""",3.0,1976,1403
Kentucky,"Carter, Jimmy",1.0,1976,615717
Kentucky,"Ford, Gerald",2.0,1976,531852
Kentucky,"Anderson, Thomas J.",3.0,1976,8308
Kentucky,"McCarthy, Eugene """"Gene""""",3.0,1976,6837
Kentucky,"Maddox, Lester",3.0,1976,2328
Kentucky,"Macbride, Roger",3.0,1976,814
Kentucky,"Larouche, Lyndon, Jr.",3.0,1976,510
Kentucky,"Hall, Gus",3.0,1976,426
Kentucky,"Camejo, Peter",3.0,1976,350
Louisiana,"Carter, Jimmy",1.0,1976,661365
Louisiana,"Ford, Gerald",2.0,1976,587446
Louisiana,"Maddox, Lester",3.0,1976,10058
Louisiana,"Hall, Gus",3.0,1976,7417
Louisiana,"McCarthy, Eugene """"Gene""""",3.0,1976,6490
Louisiana,"Macbride, Roger",3.0,1976,3134
Louisiana,"Camejo, Peter",3.0,1976,1473
Maine,"Ford, Gerald",2.0,1976,236320
Maine,"Carter, Jimmy",1.0,1976,232279
Maine,"McCarthy, Eugene """"Gene""""",3.0,1976,10874
Maine,"Bubar, Benjamin """"Ben""""",3.0,1976,3495
Maryland,"Carter, Jimmy",1.0,1976,759612
Maryland,"Ford, Gerald",2.0,1976,672661
Massachusetts,"Carter, Jimmy",1.0,1976,1429475
Massachusetts,"Ford, Gerald",2.0,1976,1030276
Massachusetts,"McCarthy, Eugene """"Gene""""",3.0,1976,65637
Massachusetts,"Camejo, Peter",3.0,1976,8138
Massachusetts,"Anderson, Thomas J.",3.0,1976,7555
Massachusetts,"Larouche, Lyndon, Jr.",3.0,1976,4922
Massachusetts,Scattering,3.0,1976,1401
Massachusetts,"Macbride, Roger",3.0,1976,135
Massachusetts,"Julius """"Jules"""", Levin",3.0,1976,19
Michigan,"Ford, Gerald",2.0,1976,1893742
Michigan,"Carter, Jimmy",1.0,1976,1696714
Michigan,"McCarthy, Eugene """"Gene""""",3.0,1976,47905
Michigan,"Macbride, Roger",3.0,1976,5407
Michigan,"Wright, Margaret",3.0,1976,3504
Michigan,"Camejo, Peter",3.0,1976,1804
Michigan,"Larouche, Lyndon, Jr.",3.0,1976,1366
Michigan,"Julius """"Jules"""", Levin",3.0,1976,1148
Minnesota,"Carter, Jimmy",1.0,1976,1070440
Minnesota,"Ford, Gerald",2.0,1976,819395
Minnesota,"McCarthy, Eugene """"Gene""""",3.0,1976,35490
Minnesota,"Anderson, Thomas J.",3.0,1976,13592
Minnesota,"Camejo, Peter",3.0,1976,4149
Minnesota,"Macbride, Roger",3.0,1976,3529
Minnesota,"Hall, Gus",3.0,1976,1092
Minnesota,"Wright, Margaret",3.0,1976,635
Minnesota,"Larouche, Lyndon, Jr.",3.0,1976,543
Minnesota,"Julius """"Jules"""", Levin",3.0,1976,370
Minnesota,"Zeidler, Frank",3.0,1976,354
Minnesota,Blank Vote,3.0,1976,342
Mississippi,"Carter, Jimmy",1.0,1976,381329
Mississippi,"Ford, Gerald",2.0,1976,366846
Mississippi,"Anderson, Thomas J.",3.0,1976,6678
Mississippi,"McCarthy, Eugene """"Gene""""",3.0,1976,4074
Mississippi,"Maddox, Lester",3.0,1976,4049
Mississippi,"Camejo, Peter",3.0,1976,2805
Mississippi,"Macbride, Roger",3.0,1976,2609
Missouri,"Carter, Jimmy",1.0,1976,998387
Missouri,"Ford, Gerald",2.0,1976,927443
Missouri,"McCarthy, Eugene """"Gene""""",3.0,1976,24029
Missouri,Other,3.0,1976,3741
Montana,"Ford, Gerald",2.0,1976,173703
Montana,"Carter, Jimmy",1.0,1976,149259
Montana,"Anderson, Thomas J.",3.0,1976,5772
Nebraska,"Ford, Gerald",2.0,1976,359219
Nebraska,"Carter, Jimmy",1.0,1976,233293
Nebraska,"McCarthy, Eugene """"Gene""""",3.0,1976,9383
Nebraska,"Maddox, Lester",3.0,1976,3378
Nebraska,"Macbride, Roger",3.0,1976,1476
Nevada,"Ford, Gerald",2.0,1976,101273
Nevada,"Carter, Jimmy",1.0,1976,92479
Nevada,Other,3.0,1976,5108
Nevada,"Macbride, Roger",3.0,1976,1519
Nevada,"Maddox, Lester",3.0,1976,1497
New Hampshire,"Ford, Gerald",2.0,1976,185935
New Hampshire,"Carter, Jimmy",1.0,1976,147645
New Hampshire,"McCarthy, Eugene """"Gene""""",3.0,1976,4095
New Hampshire,"Macbride, Roger",3.0,1976,936
New Hampshire,Scattering,3.0,1976,603
New Hampshire,"Larouche, Lyndon, Jr.",3.0,1976,186
New Hampshire,"Camejo, Peter",3.0,1976,161
New Hampshire,"Julius """"Jules"""", Levin",3.0,1976,66
New Jersey,"Ford, Gerald",2.0,1976,1509688
New Jersey,"Carter, Jimmy",1.0,1976,1444653
New Jersey,"McCarthy, Eugene """"Gene""""",3.0,1976,32717
New Jersey,"Macbride, Roger",3.0,1976,9449
New Jersey,"Maddox, Lester",3.0,1976,7716
New Jersey,"Julius """"Jules"""", Levin",3.0,1976,3686
New Jersey,"Hall, Gus",3.0,1976,1662
New Jersey,"Larouche, Lyndon, Jr.",3.0,1976,1650
New Jersey,"Camejo, Peter",3.0,1976,1184
New Jersey,"Wright, Margaret",3.0,1976,1044
New Jersey,"Bubar, Benjamin """"Ben""""",3.0,1976,554
New Jersey,"Zeidler, Frank",3.0,1976,469
New Mexico,"Ford, Gerald",2.0,1976,211419
New Mexico,"Carter, Jimmy",1.0,1976,201148
New Mexico,"Camejo, Peter",3.0,1976,2462
New Mexico,"Macbride, Roger",3.0,1976,1110
New Mexico,"Zeidler, Frank",3.0,1976,240
New Mexico,"Bubar, Benjamin """"Ben""""",3.0,1976,211
New York,"Carter, Jimmy",1.0,1976,3244165
New York,"Ford, Gerald",2.0,1976,2825913
New York,"Ford, Gerald",3.0,1976,274878
New York,"Carter, Jimmy",3.0,1976,145393
New York,Other,3.0,1976,143037
New York,"Macbride, Roger",3.0,1976,12197
New York,"Hall, Gus",3.0,1976,10270
New York,"Camejo, Peter",3.0,1976,6996
New York,"Larouche, Lyndon, Jr.",3.0,1976,5413
North Carolina,"Carter, Jimmy",1.0,1976,927365
North Carolina,"Ford, Gerald",2.0,1976,741960
North Carolina,"Anderson, Thomas J.",3.0,1976,5607
North Carolina,"Macbride, Roger",3.0,1976,2219
North Carolina,"Larouche, Lyndon, Jr.",3.0,1976,755
North Dakota,"Ford, Gerald",2.0,1976,153684
North Dakota,"Carter, Jimmy",1.0,1976,136078
North Dakota,"Anderson, Thomas J.",3.0,1976,3698
North Dakota,"McCarthy, Eugene """"Gene""""",3.0,1976,2952
North Dakota,"Maddox, Lester",3.0,1976,269
North Dakota,"Macbride, Roger",3.0,1976,256
North Dakota,"Larouche, Lyndon, Jr.",3.0,1976,142
North Dakota,"Hall, Gus",3.0,1976,85
North Dakota,"Bubar, Benjamin """"Ben""""",3.0,1976,63
North Dakota,"Camejo, Peter",3.0,1976,43
North Dakota,"Zeidler, Frank",3.0,1976,38
Ohio,"Carter, Jimmy",1.0,1976,2009959
Ohio,"Ford, Gerald",2.0,1976,2000626
Ohio,"McCarthy, Eugene """"Gene""""",3.0,1976,58267
Ohio,"Maddox, Lester",3.0,1976,15508
Ohio,"Macbride, Roger",3.0,1976,8952
Ohio,"Hall, Gus",3.0,1976,7817
Ohio,"Camejo, Peter",3.0,1976,4833
Ohio,"Larouche, Lyndon, Jr.",3.0,1976,4364
Ohio,"Julius """"Jules"""", Levin",3.0,1976,68
Ohio,"Bubar, Benjamin """"Ben""""",3.0,1976,62
Oklahoma,"Ford, Gerald",2.0,1976,545708
Oklahoma,"Carter, Jimmy",1.0,1976,532442
Oklahoma,"McCarthy, Eugene """"Gene""""",3.0,1976,14101
Oregon,"Ford, Gerald",2.0,1976,492120
Oregon,"Carter, Jimmy",1.0,1976,490407
Oregon,"McCarthy, Eugene """"Gene""""",3.0,1976,40207
Oregon,Blank Vote,3.0,1976,6107
Oregon,"Anderson, Thomas J.",3.0,1976,1035
Pennsylvania,"Carter, Jimmy",1.0,1976,2328677
Pennsylvania,"Ford, Gerald",2.0,1976,2205604
Pennsylvania,"McCarthy, Eugene """"Gene""""",3.0,1976,50584
Pennsylvania,"Maddox, Lester",3.0,1976,25344
Pennsylvania,"Camejo, Peter",3.0,1976,3009
Pennsylvania,Other,3.0,1976,2934
Pennsylvania,"Larouche, Lyndon, Jr.",3.0,1976,2744
Pennsylvania,"Hall, Gus",3.0,1976,1891
Rhode Island,"Carter, Jimmy",1.0,1976,227636
Rhode Island,"Ford, Gerald",2.0,1976,181249
Rhode Island,"Macbride, Roger",3.0,1976,715
Rhode Island,"Camejo, Peter",3.0,1976,462
Rhode Island,"Hall, Gus",3.0,1976,334
Rhode Island,"Julius """"Jules"""", Levin",3.0,1976,188
South Carolina,"Carter, Jimmy",1.0,1976,450807
South Carolina,"Ford, Gerald",2.0,1976,346149
South Carolina,"Anderson, Thomas J.",3.0,1976,2996
South Carolina,"Maddox, Lester",3.0,1976,1950
South Carolina,Blank Vote,3.0,1976,681
South Dakota,"Ford, Gerald",2.0,1976,151505
South Dakota,"Carter, Jimmy",1.0,1976,147068
South Dakota,"Macbride, Roger",3.0,1976,1619
South Dakota,"Hall, Gus",3.0,1976,318
South Dakota,"Camejo, Peter",3.0,1976,168
Tennessee,"Carter, Jimmy",1.0,1976,825879
Tennessee,"Ford, Gerald",2.0,1976,633969
Tennessee,"Anderson, Thomas J.",3.0,1976,5769
Tennessee,"McCarthy, Eugene """"Gene""""",3.0,1976,5004
Tennessee,"Maddox, Lester",3.0,1976,2303
Tennessee,"Macbride, Roger",3.0,1976,1375
Tennessee,"Hall, Gus",3.0,1976,547
Tennessee,"Larouche, Lyndon, Jr.",3.0,1976,512
Tennessee,"Bubar, Benjamin """"Ben""""",3.0,1976,442
Tennessee,Blank Vote,3.0,1976,316
Tennessee,Blank Vote,3.0,1976,230
Texas,"Carter, Jimmy",1.0,1976,2082319
Texas,"Ford, Gerald",2.0,1976,1953300
Texas,"McCarthy, Eugene """"Gene""""",3.0,1976,20118
Texas,"Anderson, Thomas J.",3.0,1976,11442
Texas,Blank Vote,3.0,1976,2982
Texas,"Camejo, Peter",3.0,1976,1723
Utah,"Ford, Gerald",2.0,1976,337908
Utah,"Carter, Jimmy",1.0,1976,182110
Utah,"Anderson, Thomas J.",3.0,1976,13304
Utah,"McCarthy, Eugene """"Gene""""",3.0,1976,3907
Utah,"Macbride, Roger",3.0,1976,2438
Utah,"Maddox, Lester",3.0,1976,1162
Utah,"Camejo, Peter",3.0,1976,268
Utah,"Hall, Gus",3.0,1976,121
Vermont,"Ford, Gerald",2.0,1976,100387
Vermont,"Carter, Jimmy",1.0,1976,77798
Vermont,"McCarthy, Eugene """"Gene""""",3.0,1976,4001
Vermont,Other,3.0,1976,1090
Vermont,"Camejo, Peter",3.0,1976,430
Vermont,"Larouche, Lyndon, Jr.",3.0,1976,196
Virginia,"Ford, Gerald",2.0,1976,836554
Virginia,"Carter, Jimmy",1.0,1976,813896
Virginia,"Camejo, Peter",3.0,1976,17802
Virginia,"Anderson, Thomas J.",3.0,1976,16686
Virginia,"Larouche, Lyndon, Jr.",3.0,1976,7508
Virginia,"Macbride, Roger",3.0,1976,4648
Washington,"Ford, Gerald",2.0,1976,777732
Washington,"Carter, Jimmy",1.0,1976,717323
Washington,"McCarthy, Eugene """"Gene""""",3.0,1976,36986
Washington,"Maddox, Lester",3.0,1976,8585
Washington,Other,3.0,1976,5482
Washington,"Macbride, Roger",3.0,1976,5042
Washington,"Anderson, Thomas J.",3.0,1976,1046
Washington,"Camejo, Peter",3.0,1976,905
Washington,"Larouche, Lyndon, Jr.",3.0,1976,903
Washington,"Hall, Gus",3.0,1976,817
Washington,"Julius """"Jules"""", Levin",3.0,1976,713
West Virginia,"Carter, Jimmy",1.0,1976,435864
West Virginia,"Ford, Gerald",2.0,1976,314726
Wisconsin,"Carter, Jimmy",1.0,1976,1040232
Wisconsin,"Ford, Gerald",2.0,1976,1004987
Wisconsin,"McCarthy, Eugene """"Gene""""",3.0,1976,34943
Wisconsin,"Maddox, Lester",3.0,1976,8552
Wisconsin,"Zeidler, Frank",3.0,1976,4298
Wisconsin,"Macbride, Roger",3.0,1976,3814
Wisconsin,Other,3.0,1976,2430
Wisconsin,"Camejo, Peter",3.0,1976,1691
Wisconsin,"Julius """"Jules"""", Levin",3.0,1976,389
Wyoming,"Ford, Gerald",2.0,1976,92717
Wyoming,"Carter, Jimmy",1.0,1976,62239
Wyoming,Blank Vote,3.0,1976,1387
Alabama,"Reagan, Ronald",2.0,1980,654192
Alabama,"Carter, Jimmy",1.0,1980,636730
Alabama,"Anderson, John B.",3.0,1980,16481
Alabama,"Rarick, John",3.0,1980,15010
Alabama,"Clark, Edward """"Ed""""",3.0,1980,13318
Alabama,"Bubar, Benjamin """"Ben""""",3.0,1980,1743
Alabama,"Hall, Gus",3.0,1980,1629
Alabama,"Deberry, Clifton",3.0,1980,1303
Alabama,"McReynolds, David",3.0,1980,1006
Alabama,"Commoner, Barry",3.0,1980,517
Alaska,"Reagan, Ronald",2.0,1980,86112
Alaska,"Carter, Jimmy",1.0,1980,41842
Alaska,"Clark, Edward """"Ed""""",3.0,1980,18479
Alaska,"Anderson, John B.",3.0,1980,11155
Alaska,Blank Vote,3.0,1980,857
Arizona,"Reagan, Ronald",2.0,1980,529688
Arizona,"Carter, Jimmy",1.0,1980,246843
Arizona,"Anderson, John B.",3.0,1980,76952
Arizona,"Clark, Edward """"Ed""""",3.0,1980,18784
Arizona,"Deberry, Clifton",3.0,1980,1100
Arizona,"Commoner, Barry",3.0,1980,551
Arizona,"Hall, Gus",3.0,1980,25
Arizona,"Griswold, Deirdre",3.0,1980,2
Arkansas,"Reagan, Ronald",2.0,1980,403164
Arkansas,"Carter, Jimmy",1.0,1980,398041
Arkansas,"Anderson, John B.",3.0,1980,22468
Arkansas,"Clark, Edward """"Ed""""",3.0,1980,8970
Arkansas,"Commoner, Barry",3.0,1980,2345
Arkansas,"Bubar, Benjamin """"Ben""""",3.0,1980,1350
Arkansas,"Hall, Gus",3.0,1980,1244
California,"Reagan, Ronald",2.0,1980,4522994
California,"Carter, Jimmy",1.0,1980,3082943
California,"Anderson, John B.",3.0,1980,739618
California,"Clark, Edward """"Ed""""",3.0,1980,148390
California,"Commoner, Barry",3.0,1980,61046
California,"Smith, Maureen",3.0,1980,18106
California,"Rarick, John",3.0,1980,9841
Colorado,"Reagan, Ronald",2.0,1980,652264
Colorado,"Carter, Jimmy",1.0,1980,368009
Colorado,"Anderson, John B.",3.0,1980,130633
Colorado,"Clark, Edward """"Ed""""",3.0,1980,25744
Colorado,"Commoner, Barry",3.0,1980,5614
Colorado,"Bubar, Benjamin """"Ben""""",3.0,1980,1180
Colorado,"Pulley, Andrew",3.0,1980,519
Colorado,"Hall, Gus",3.0,1980,487
Connecticut,"Reagan, Ronald",2.0,1980,677210
Connecticut,"Carter, Jimmy",1.0,1980,541732
Connecticut,"Anderson, John B.",3.0,1980,171807
Connecticut,"Clark, Edward """"Ed""""",3.0,1980,8570
Connecticut,"Commoner, Barry",3.0,1980,6130
Connecticut,Blank Vote,3.0,1980,836
Delaware,"Reagan, Ronald",2.0,1980,111252
Delaware,"Carter, Jimmy",1.0,1980,105754
Delaware,"Anderson, John B.",3.0,1980,16288
Delaware,"Clark, Edward """"Ed""""",3.0,1980,1974
Delaware,"Greaves, Percy L, Jr.",3.0,1980,400
District of Columbia,"Carter, Jimmy",1.0,1980,130231
District of Columbia,"Reagan, Ronald",2.0,1980,23313
District of Columbia,"Anderson, John B.",3.0,1980,16131
District of Columbia,"Commoner, Barry",3.0,1980,1826
District of Columbia,"Clark, Edward """"Ed""""",3.0,1980,1104
District of Columbia,Blank Vote,3.0,1980,690
District of Columbia,"Hall, Gus",3.0,1980,369
District of Columbia,"Deberry, Clifton",3.0,1980,173
District of Columbia,"Griswold, Deirdre",3.0,1980,52
Florida,"Reagan, Ronald",2.0,1980,2046951
Florida,"Carter, Jimmy",1.0,1980,1419475
Florida,"Anderson, John B.",3.0,1980,189692
Florida,"Clark, Edward """"Ed""""",3.0,1980,30524
Florida,Blank Vote,3.0,1980,285
Georgia,"Carter, Jimmy",1.0,1980,890955
Georgia,"Reagan, Ronald",2.0,1980,654168
Georgia,"Anderson, John B.",3.0,1980,36055
Georgia,"Clark, Edward """"Ed""""",3.0,1980,15627
Hawaii,"Carter, Jimmy",1.0,1980,135879
Hawaii,"Reagan, Ronald",2.0,1980,130112
Hawaii,"Anderson, John B.",3.0,1980,32021
Hawaii,"Clark, Edward """"Ed""""",3.0,1980,3269
Hawaii,"Commoner, Barry",3.0,1980,1548
Hawaii,"Hall, Gus",3.0,1980,458
Idaho,"Reagan, Ronald",2.0,1980,290699
Idaho,"Carter, Jimmy",1.0,1980,110192
Idaho,"Anderson, John B.",3.0,1980,27058
Idaho,"Clark, Edward """"Ed""""",3.0,1980,8425
Idaho,"Rarick, John",3.0,1980,1057
Illinois,"Reagan, Ronald",2.0,1980,2358049
Illinois,"Carter, Jimmy",1.0,1980,1981413
Illinois,"Anderson, John B.",3.0,1980,346754
Illinois,"Clark, Edward """"Ed""""",3.0,1980,38939
Illinois,"Commoner, Barry",3.0,1980,10692
Illinois,"Hall, Gus",3.0,1980,9711
Illinois,"Griswold, Deirdre",3.0,1980,2257
Illinois,"Deberry, Clifton",3.0,1980,1302
Illinois,Blank Vote,3.0,1980,604
Indiana,"Reagan, Ronald",2.0,1980,1255656
Indiana,"Carter, Jimmy",1.0,1980,844197
Indiana,"Anderson, John B.",3.0,1980,111639
Indiana,"Clark, Edward """"Ed""""",3.0,1980,19627
Indiana,"Commoner, Barry",3.0,1980,4852
Indiana,"Greaves, Percy L, Jr.",3.0,1980,4750
Indiana,"Hall, Gus",3.0,1980,702
Indiana,"Deberry, Clifton",3.0,1980,610
Iowa,"Reagan, Ronald",2.0,1980,676026
Iowa,"Carter, Jimmy",1.0,1980,508672
Iowa,"Anderson, John B.",3.0,1980,115633
Iowa,"Clark, Edward """"Ed""""",3.0,1980,13123
Iowa,"Commoner, Barry",3.0,1980,2273
Iowa,"McReynolds, David",3.0,1980,534
Iowa,Blank Vote,3.0,1980,519
Iowa,"Hall, Gus",3.0,1980,298
Iowa,"Deberry, Clifton",3.0,1980,244
Iowa,"Greaves, Percy L, Jr.",3.0,1980,189
Iowa,"Bubar, Benjamin """"Ben""""",3.0,1980,150
Kansas,"Reagan, Ronald",2.0,1980,566812
Kansas,"Carter, Jimmy",1.0,1980,326150
Kansas,"Anderson, John B.",3.0,1980,68231
Kansas,"Clark, Edward """"Ed""""",3.0,1980,14470
Kansas,"Shelton, Frank, Jr.",3.0,1980,1555
Kansas,"Hall, Gus",3.0,1980,967
Kansas,"Bubar, Benjamin """"Ben""""",3.0,1980,821
Kansas,"Rarick, John",3.0,1980,789
Kentucky,"Reagan, Ronald",2.0,1980,635274
Kentucky,"Carter, Jimmy",1.0,1980,617417
Kentucky,"Anderson, John B.",3.0,1980,31127
Kentucky,"Clark, Edward """"Ed""""",3.0,1980,5531
Kentucky,"McCormack, Ellen",3.0,1980,4233
Kentucky,"Commoner, Barry",3.0,1980,1304
Kentucky,"Pulley, Andrew",3.0,1980,393
Kentucky,"Hall, Gus",3.0,1980,348
Louisiana,"Reagan, Ronald",2.0,1980,792853
Louisiana,"Carter, Jimmy",1.0,1980,708453
Louisiana,"Anderson, John B.",3.0,1980,26345
Louisiana,"Rarick, John",3.0,1980,10333
Louisiana,"Clark, Edward """"Ed""""",3.0,1980,8240
Louisiana,"Commoner, Barry",3.0,1980,1584
Louisiana,"Deberry, Clifton",3.0,1980,783
Maine,"Reagan, Ronald",2.0,1980,238522
Maine,"Carter, Jimmy",1.0,1980,220974
Maine,"Anderson, John B.",3.0,1980,53327
Maine,"Clark, Edward """"Ed""""",3.0,1980,5119
Maine,"Commoner, Barry",3.0,1980,4394
Maine,"Hall, Gus",3.0,1980,591
Maine,Blank Vote,3.0,1980,84
Maryland,"Carter, Jimmy",1.0,1980,726161
Maryland,"Reagan, Ronald",2.0,1980,680606
Maryland,"Anderson, John B.",3.0,1980,119537
Maryland,"Clark, Edward """"Ed""""",3.0,1980,14192
Massachusetts,"Reagan, Ronald",2.0,1980,1057631
Massachusetts,"Carter, Jimmy",1.0,1980,1053802
Massachusetts,"Anderson, John B.",3.0,1980,382539
Massachusetts,"Clark, Edward """"Ed""""",3.0,1980,22038
Massachusetts,"Deberry, Clifton",3.0,1980,3735
Massachusetts,Blank Vote,3.0,1980,2289
Massachusetts,"Commoner, Barry",3.0,1980,2056
Michigan,"Reagan, Ronald",2.0,1980,1915225
Michigan,"Carter, Jimmy",1.0,1980,1661532
Michigan,"Anderson, John B.",3.0,1980,275223
Michigan,"Clark, Edward """"Ed""""",3.0,1980,41597
Michigan,"Commoner, Barry",3.0,1980,11930
Michigan,"Hall, Gus",3.0,1980,3262
Michigan,Blank Vote,3.0,1980,956
Minnesota,"Carter, Jimmy",1.0,1980,954173
Minnesota,"Reagan, Ronald",2.0,1980,873268
Minnesota,"Anderson, John B.",3.0,1980,174997
Minnesota,"Clark, Edward """"Ed""""",3.0,1980,31593
Minnesota,"Commoner, Barry",3.0,1980,8406
Minnesota,Blank Vote,3.0,1980,6136
Minnesota,"Hall, Gus",3.0,1980,1117
Minnesota,"Deberry, Clifton",3.0,1980,711
Minnesota,"Griswold, Deirdre",3.0,1980,698
Minnesota,"McReynolds, David",3.0,1980,536
Minnesota,Blank Vote,3.0,1980,281
Mississippi,"Reagan, Ronald",2.0,1980,441089
Mississippi,"Carter, Jimmy",1.0,1980,429281
Mississippi,"Anderson, John B.",3.0,1980,12036
Mississippi,"Clark, Edward """"Ed""""",3.0,1980,4702
Mississippi,"Griswold, Deirdre",3.0,1980,2402
Mississippi,"Pulley, Andrew",3.0,1980,2240
Missouri,"Reagan, Ronald",2.0,1980,1074181
Missouri,"Carter, Jimmy",1.0,1980,931182
Missouri,"Anderson, John B.",3.0,1980,77920
Missouri,"Clark, Edward """"Ed""""",3.0,1980,14422
Missouri,"Deberry, Clifton",3.0,1980,1515
Missouri,Blank Vote,3.0,1980,604
Montana,"Reagan, Ronald",2.0,1980,206814
Montana,"Carter, Jimmy",1.0,1980,118032
Montana,"Anderson, John B.",3.0,1980,29281
Montana,"Clark, Edward """"Ed""""",3.0,1980,9825
Nebraska,"Reagan, Ronald",2.0,1980,419214
Nebraska,"Carter, Jimmy",1.0,1980,166424
Nebraska,"Anderson, John B.",3.0,1980,44854
